corpus	language	file	bytes	chars	lines	tokens	bytes_per_token	tokens_per_line
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuReduceMetaOp.java	107	107	4	27	3.9630	6.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSignature.java	3017	3017	92	594	5.0791	6.4565
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/symbols/RakuSymbolCollector.java	651	651	19	139	4.6835	7.3158
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuPhaser.java	84	84	4	21	4.0000	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuInfix.java	211	211	9	49	4.3061	5.4444
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuDebuggerEditorsProvider.java	1032	1032	26	210	4.9143	8.0769
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/RakuCommenter.java	1839	1839	66	389	4.7275	5.8939
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateDerefSmartImpl.java	433	433	12	97	4.4639	8.0833
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateRatLiteralImpl.java	433	433	12	97	4.4639	8.0833
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexPsiElement.java	525	525	18	111	4.7297	6.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/ProfilerView.java	2024	2024	51	401	5.0474	7.8627
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/RakuUseUtils.java	2065	2065	47	429	4.8135	9.1277
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ProfileResultsChooserDialog.java	7824	7824	193	1473	5.3116	7.6321
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateSub.java	384	384	9	88	4.3636	9.7778
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/model/Logged.java	901	901	40	193	4.6684	4.8250
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRace.java	99	99	4	25	3.9600	6.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/editor/CroTemplateCommenter.java	1832	1832	62	380	4.8211	6.1290
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexAnchor.java	89	89	4	21	4.2381	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/inline/variable/RakuInlineVariableProcessor.java	7297	7297	182	1336	5.4618	7.3407
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexGroupImpl.java	628	628	19	149	4.2148	7.8421
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/index/CroTemplateMacroIndex.java	908	908	29	185	4.9081	6.3793
java-repo	Java	../../../../src/main/java/org/raku/comma/formatter/RakuCodeStyleSettings.java	2868	2868	71	643	4.4603	9.0563
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateIntLiteralImpl.java	433	433	12	93	4.6559	7.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/RakuLanguage.java	363	363	16	76	4.7763	4.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexQuantifierImpl.java	402	402	12	94	4.2766	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/impl/CroTemplateMacroStubImpl.java	693	693	21	163	4.2515	7.7619
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplatePartImpl.java	1944	1944	54	423	4.5957	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuImportStatementImpl.java	402	402	12	90	4.4667	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuExtractable.java	211	211	8	48	4.3958	6.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomEnumDeclarator.java	1873	1873	50	362	5.1740	7.2400
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/PodBlockDelimitedImpl.java	394	394	12	90	4.3778	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuArrayComposerImpl.java	604	604	19	142	4.2535	7.4737
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSupply.java	101	101	4	25	4.0400	6.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/model/RakuProfileCall.java	4163	4163	152	880	4.7307	5.7895
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuAssignMetaOpImpl.java	390	390	12	94	4.1489	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/PodBlockFinish.java	88	88	4	20	4.4000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRepeatStatementImpl.java	402	402	12	90	4.4667	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuCrossMetaOpImpl.java	386	386	12	94	4.1064	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexBuiltinCClassImpl.java	414	414	12	102	4.0588	8.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexModInternal.java	94	94	4	22	4.2727	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/grammar/RakuGrammarPreviewAction.java	1804	1804	46	343	5.2595	7.4565
java-repo	Java	../../../../src/main/java/org/raku/comma/contribution/GotoTemplateFileProvider.java	2723	2723	60	536	5.0802	8.9333
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/MakeAttributeRequiredIntention.java	2975	2975	80	614	4.8453	7.6750
java-repo	Java	../../../../src/main/java/org/raku/comma/contribution/RakuClassNameContributor.java	2531	2531	52	426	5.9413	8.1923
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/RakuPsiUtil.java	2855	2855	74	586	4.8720	7.9189
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuVersionImpl.java	582	582	19	138	4.2174	7.2632
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuObjectValueDescriptor.java	1344	1344	50	283	4.7491	5.6600
java-repo	Java	../../../../src/main/java/org/raku/comma/actions/ShowRakuProjectStructureAction.java	1792	1792	45	352	5.0909	7.8222
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/MakeMethodPublicIntention.java	2504	2504	65	519	4.8247	7.9846
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuBlockOrHash.java	746	746	19	174	4.2874	9.1579
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/RakuEnterBetweenBracesDelegate.java	506	506	12	123	4.1138	10.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractBlockDialog.java	9363	9363	242	1768	5.2958	7.3058
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/run/RakuImportProfileRunner.java	3010	3010	73	548	5.4927	7.5068
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateTagSequence.java	149	149	6	32	4.6563	5.3333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuWithoutStatementImpl.java	1015	1015	28	238	4.2647	8.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/inline/RakuInlineProcessor.java	1313	1313	28	200	6.5650	7.1429
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/model/Task.java	988	988	43	210	4.7048	4.8837
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/CroTemplatePartStub.java	247	247	8	57	4.3333	7.1250
java-repo	Java	../../../../src/main/java/org/raku/comma/liveTemplates/AddUseProcessor.java	3063	3063	93	617	4.9643	6.6344
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateParenthesizedExpression.java	98	98	4	20	4.9000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuDefaultStatementImpl.java	576	576	20	126	4.5714	6.3000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/PodBlockParagraph.java	101	101	4	23	4.3913	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/editor/CroTemplateBraceMatcher.java	1614	1614	35	345	4.6783	9.8571
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuWhereConstraintImpl.java	402	402	12	90	4.4667	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/module/builder/CroModuleBuilderApplication.java	9915	9915	204	2074	4.7806	10.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/ui/CustomConsoleRunTab.java	5396	5396	109	930	5.8022	8.5321
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuStatement.java	104	104	4	25	4.1600	6.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/liveTemplates/CroClientVar.java	1465	1465	43	346	4.2341	8.0465
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuArrayShape.java	88	88	4	21	4.1905	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuPostfix.java	85	85	4	21	4.0476	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/CroRouteIndex.java	807	807	28	174	4.6379	6.2143
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractPackageHandler.java	3162	3162	81	635	4.9795	7.8395
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/reference/CroTemplateScopeWalker.java	643	643	17	132	4.8712	7.7647
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuColonPairImpl.java	1995	1995	54	441	4.5238	8.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/coverage/RakuCoverageRunner.java	960	960	24	199	4.8241	8.2917
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/structureView/CroTemplateStructureViewFactory.java	544	544	15	106	5.1321	7.0667
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/RakuTokenTypes.java	15528	15528	205	3565	4.3557	17.3902
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexAtomImpl.java	991	991	29	226	4.3850	7.7931
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuArrayShapeImpl.java	382	382	12	90	4.2444	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractCodeBlockHandler.java	30471	30471	634	5921	5.1463	9.3391
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuReverseMetaOp.java	91	91	4	22	4.1364	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/CursorStack.java	4395	4395	141	990	4.4394	7.0213
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/model/RakuProfileModelWithRatio.java	141	141	5	33	4.2727	6.6000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuHashSurrounder.java	747	747	31	171	4.3684	5.5161
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSignatureImpl.java	1538	1538	42	345	4.4580	8.2143
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuImportStatement.java	92	92	3	20	4.6000	6.6667
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuTermDefinition.java	92	92	4	21	4.3810	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodRenderingContext.java	96	96	5	24	4.0000	4.8000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuArraySurrounder.java	1502	1502	50	334	4.4970	6.6800
java-repo	Java	../../../../src/main/java/org/raku/comma/highlighter/RakuHighlightVisitor.java	23607	23607	458	3998	5.9047	8.7293
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuScopedDecl.java	249	249	8	61	4.0820	7.6250
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuDoImpl.java	520	520	20	122	4.2623	6.1000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuFatArrow.java	171	171	8	38	4.5000	4.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/structureView/RakuProjectStructureProvider.java	2013	2013	51	372	5.4113	7.2941
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuDebugThread.java	29421	29421	600	5113	5.7542	8.5217
java-repo	Java	../../../../src/main/java/org/raku/comma/run/RakuRunCommandLineState.java	4546	4546	106	890	5.1079	8.3962
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateSignatureImpl.java	1060	1060	25	218	4.8624	8.7200
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuWithSurrounder.java	602	602	21	138	4.3623	6.5714
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/RakuRegexSurrounder.java	1983	1983	49	412	4.8131	8.4082
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuOperatorAdverbApplication.java	103	103	4	23	4.4783	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuTransliteration.java	110	110	4	27	4.0741	6.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/parsing/CroTemplateTokenTypes.java	4383	4383	59	895	4.8972	15.1695
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuQuitStatementImpl.java	394	394	12	90	4.3778	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/ConvertToBlockFormIntention.java	2643	2643	53	557	4.7451	10.5094
java-repo	Java	../../../../src/main/java/org/raku/comma/rename/RakuRenameDialog.java	1600	1600	46	337	4.7478	7.3261
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuConstantImpl.java	3165	3165	87	659	4.8027	7.5747
java-repo	Java	../../../../src/main/java/org/raku/comma/repl/RakuReplOutputHandler.java	10560	10558	220	2061	5.1237	9.3682
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuPrefixApplication.java	296	296	10	62	4.7742	6.2000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRequireStatementImpl.java	406	406	12	90	4.5111	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexSeparatorImpl.java	398	398	12	90	4.4222	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateElementFactory.java	1677	1677	37	339	4.9469	9.1622
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/PodBlockParagraphImpl.java	395	395	13	86	4.5930	6.6154
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/event/RakuDebugEvent.java	399	399	17	90	4.4333	5.2941
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuTraitImpl.java	2193	2193	70	509	4.3084	7.2714
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomItem.java	481	481	21	103	4.6699	4.9048
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuHashIndexImpl.java	378	378	12	90	4.2000	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuUnterminatedStatement.java	99	99	4	23	4.3043	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuOnlyStar.java	86	86	4	21	4.0952	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuIsTraitReference.java	5218	5218	126	1095	4.7653	8.6905
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuUntilStatementImpl.java	398	398	12	90	4.4222	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexLiteralImpl.java	491	491	17	114	4.3070	6.7059
java-repo	Java	../../../../src/main/java/org/raku/comma/readerMode/RakuActionProvider.java	5491	5491	126	981	5.5973	7.7857
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuConditionalBranch.java	473	473	18	102	4.6373	5.6667
java-repo	Java	../../../../src/main/java/org/raku/comma/nqp/NqpLanguage.java	228	228	11	52	4.3846	4.7273
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/model/LaneGroup.java	784	784	27	179	4.3799	6.6296
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuComplexLiteral.java	109	109	4	26	4.1923	6.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/run/RakuCompleteCroRunConfigurationType.java	3471	3471	78	638	5.4404	8.1795
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/parsing/CroTemplateLexer.java	4534	4534	134	859	5.2782	6.4104
java-repo	Java	../../../../src/main/java/org/raku/comma/inspection/suppressor/RakuInspectionSuppressor.java	978	978	23	194	5.0412	8.4348
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRadixNumberImpl.java	386	386	12	94	4.1064	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuTerm.java	82	82	4	20	4.1000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/type/RakuCoercionType.java	599	599	20	137	4.3723	6.8500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/structureView/CroTemplateStructureViewBuilder.java	1222	1222	29	254	4.8110	8.7586
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractPackageDialog.java	4616	4616	150	918	5.0283	6.1200
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuWhileStatementImpl.java	540	540	18	127	4.2520	7.0556
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuReturnConstraint.java	368	368	13	82	4.4878	6.3077
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuTypeNameImpl.java	6103	6103	150	1308	4.6659	8.7200
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/RakuSignatureUtils.java	4813	4813	120	974	4.9415	8.1167
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/index/CroTemplateSubIndex.java	891	891	28	185	4.8162	6.6071
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/symbols/RakuExplicitAliasedSymbol.java	405	405	17	93	4.3548	5.4706
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuParameterVariable.java	397	397	10	81	4.9012	8.1000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/type/RakuUntyped.java	346	346	16	81	4.2716	5.0625
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/reference/CroTemplateVariableReference.java	1246	1246	30	255	4.8863	8.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuStackFrameDescriptor.java	1197	1197	43	264	4.5341	6.1395
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/RakuProjectType.java	2283	2283	59	506	4.5119	8.5763
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuBracketedInfix.java	92	92	4	23	4.0000	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuBlockRenderer.java	1296	1296	30	285	4.5474	9.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSelf.java	82	82	4	20	4.1000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuStatementImpl.java	799	799	24	178	4.4888	7.4167
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuPointyBlockImpl.java	1837	1837	55	426	4.3122	7.7455
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateArgList.java	138	138	6	30	4.6000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/event/RakuDebugEventBreakpoint.java	150	150	6	34	4.4118	5.6667
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/RakuRegexGroupSurrounder.java	474	474	17	104	4.5577	6.1176
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/ConvertNonCapturingGroupIntoNamedIntention.java	2102	2102	55	438	4.7991	7.9636
java-repo	Java	../../../../src/main/java/org/raku/comma/formatter/RakuCodeStyleSettingsProvider.java	9462	9460	215	2143	4.4153	9.9674
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuOnlyStarImpl.java	374	374	12	90	4.1556	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuGenericTrySurrounder.java	1653	1653	46	352	4.6960	7.6522
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexVariableImpl.java	1585	1585	48	339	4.6755	7.0625
java-repo	Java	../../../../src/main/java/org/raku/comma/actions/NewDocumentationDialog.java	1586	1586	51	317	5.0032	6.2157
java-repo	Java	../../../../src/main/java/org/raku/comma/liveTemplates/RakuContext.java	1341	1341	36	263	5.0989	7.3056
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/inline/IllegalInlineeException.java	502	502	22	103	4.8738	4.6818
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/OPP.java	12477	12477	310	2681	4.6539	8.6484
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuNullTermImpl.java	374	374	12	90	4.1556	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuAttributeInfo.java	493	493	18	103	4.7864	5.7222
java-repo	Java	../../../../src/main/java/org/raku/comma/repl/RakuReplHistoryKeyListener.java	4684	4684	119	905	5.1757	7.6050
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateTopicAccessImpl.java	437	437	12	93	4.6989	7.7500
